tran_id,cust_id,tran_amount,tran_type,country_cd,tran_date
TD_122996,cust_9219,5962773.03,C,JPN,2022-05-14
TD_122997,cust_8448,3767140.08,D,JPN,2022-05-14
FX_122998,cust_1026,9234227.08,D,AFG,2022-05-14
FX_122999,cust_1128,4248043.01,D,IND,2022-05-14
TD_123000,cust_5785,8817106.63,D,PAL,2022-05-14
FX_123001,cust_7795,8164331.55,D,AFG,2022-05-14
TD_123002,cust_9020,3165061.13,C,JPN,2022-05-14
TD_123003,cust_2815,8508351.23,D,PAL,2022-05-14
TD_123004,cust_3225,5061036.63,C,IND,2022-05-14
TD_123005,cust_5275,3490214.57,C,JPN,2022-05-14
TD_123006,cust_3238,5013845.82,D,AFG,2022-05-14
TD_123007,cust_6001,1167350.22,C,CHN,2022-05-14
TD_123008,cust_7980,655660.84,C,CAN,2022-05-14
FX_123009,cust_1330,8806152.59,D,USA,2022-05-14
TD_123010,cust_5606,7837720.3,D,PAL,2022-05-14
FX_123011,cust_9819,4932246.22,C,USA,2022-05-14
FX_123012,cust_5295,4183739.52,D,PAL,2022-05-14
TD_123013,cust_4738,6598229.46,D,KON,2022-05-14
FX_123014,cust_3970,4822542.83,C,CAN,2022-05-14
TD_123015,cust_5553,780641.56,D,USA,2022-05-14
TD_123016,cust_6887,7018381.9,C,IND,2022-05-14
TD_123017,cust_6569,960163.53,C,KON,2022-05-14
TD_123018,cust_4771,7006865.21,D,KON,2022-05-14
FX_123019,cust_6749,1321528.85,C,KON,2022-05-14
FX_123020,cust_9341,3127450.69,C,CHN,2022-05-14
TD_123021,cust_7117,8876906.19,D,USA,2022-05-14
FX_123022,cust_1816,4902116.41,C,KON,2022-05-14
TD_123023,cust_3106,1796861.58,D,PAL,2022-05-14
TD_123024,cust_7579,2404659.07,C,CHN,2022-05-14
FX_123025,cust_5676,9917388.39,C,PAL,2022-05-14
FX_123026,cust_5636,1170562.57,C,CAN,2022-05-14
FX_123027,cust_4266,7020742.5,D,PAL,2022-05-14
TD_123028,cust_2771,9650028.09,D,KON,2022-05-14
TD_123029,cust_8193,6178786.55,D,KON,2022-05-14
FX_123030,cust_7751,1360650.82,C,CHN,2022-05-14
FX_123031,cust_4075,4417385.26,D,IND,2022-05-14
FX_123032,cust_9484,6834252.95,C,JPN,2022-05-14
FX_123033,cust_9811,6725190.25,D,CAN,2022-05-14
TD_123034,cust_8862,3273170.08,D,CAN,2022-05-14
TD_123035,cust_3532,386732.4,C,CHN,2022-05-14
FX_123036,cust_1098,7641139.2,D,IND,2022-05-14
TD_123037,cust_1108,3744877.1,C,USA,2022-05-14
TD_123038,cust_3265,564378.62,D,PAL,2022-05-14
FX_123039,cust_8996,5142219.54,C,KON,2022-05-14
TD_123040,cust_9670,528433.5,C,IND,2022-05-14
TD_123041,cust_9956,9767733.94,D,AFG,2022-05-14
FX_123042,cust_1533,2718784.5,C,CHN,2022-05-14
FX_123043,cust_7844,3449187.39,D,KON,2022-05-14
TD_123044,cust_3053,4890981.25,C,JPN,2022-05-14
FX_123045,cust_8362,697087.12,D,JPN,2022-05-14
FX_123046,cust_7947,6969941.11,C,JPN,2022-05-14
FX_123047,cust_3687,9553576.78,C,USA,2022-05-14
TD_123048,cust_7709,2902402.1,C,PAL,2022-05-14
TD_123049,cust_3876,9383324.3,D,IND,2022-05-14
TD_123050,cust_2523,7743776.83,D,JPN,2022-05-14
TD_123051,cust_6349,2484676.44,D,IND,2022-05-14
TD_123052,cust_7704,8580253.21,D,CHN,2022-05-14
FX_123053,cust_3199,7718507.7,D,AFG,2022-05-14
FX_123054,cust_2323,1067174.45,D,USA,2022-05-14
TD_123055,cust_8048,7322328.16,D,JPN,2022-05-14
TD_123056,cust_4940,7977892.24,D,JPN,2022-05-14
FX_123057,cust_4209,7422120.13,D,JPN,2022-05-14
TD_123058,cust_5838,7936813.5,C,IND,2022-05-14
TD_123059,cust_1753,4281115.87,D,AFG,2022-05-14
FX_123060,cust_3573,2980424.24,C,CAN,2022-05-14
FX_123061,cust_3943,5543053.94,D,USA,2022-05-14
TD_123062,cust_3240,8938579.34,D,USA,2022-05-14
FX_123063,cust_7460,7026094.04,C,JPN,2022-05-14
TD_123064,cust_2022,2793430.26,C,JPN,2022-05-14
TD_123065,cust_2421,9536794.93,D,USA,2022-05-14
TD_123066,cust_7360,9868204.56,D,IND,2022-05-14
FX_123067,cust_6995,8720253.62,D,CAN,2022-05-14
TD_123068,cust_7582,9606584.73,C,JPN,2022-05-14
FX_123069,cust_3603,2722106.85,D,CAN,2022-05-14
TD_123070,cust_1915,6072342.23,C,AFG,2022-05-14
FX_123071,cust_5461,1955220.5,D,AFG,2022-05-14
FX_123072,cust_7046,6572252.21,D,PAL,2022-05-14
TD_123073,cust_4676,8711192.92,C,PAL,2022-05-14
FX_123074,cust_2432,5474671.01,D,PAL,2022-05-14
FX_123075,cust_7996,6018243.24,D,PAL,2022-05-14
FX_123076,cust_3019,2690272.0,C,CAN,2022-05-14
TD_123077,cust_4450,1138577.25,C,KON,2022-05-14
FX_123078,cust_5928,9054712.14,C,AFG,2022-05-14
FX_123079,cust_6516,7267594.41,D,USA,2022-05-14
TD_123080,cust_3570,6811462.18,D,CAN,2022-05-14
FX_123081,cust_6830,8416198.86,C,IND,2022-05-14
TD_123082,cust_1447,8238243.9,D,IND,2022-05-14
TD_123083,cust_5536,3456155.97,C,USA,2022-05-14
FX_123084,cust_1074,7050788.71,C,USA,2022-05-14
TD_123085,cust_7642,1962956.77,D,CHN,2022-05-14
FX_123086,cust_9486,5152356.07,C,CHN,2022-05-14
FX_123087,cust_7485,7004348.98,D,AFG,2022-05-14
FX_123088,cust_6793,3413568.16,C,AFG,2022-05-14
TD_123089,cust_9282,4106016.45,D,USA,2022-05-14
TD_123090,cust_6976,141328.9,C,CAN,2022-05-14
TD_123091,cust_7867,752855.73,C,JPN,2022-05-14
TD_123092,cust_8485,3656268.72,D,CAN,2022-05-14
FX_123093,cust_2273,4161229.93,C,USA,2022-05-14
FX_123094,cust_6897,7140200.03,D,PAL,2022-05-14
FX_123095,cust_1565,7589211.43,D,USA,2022-05-14
FX_123096,cust_5024,7627688.17,D,KON,2022-05-14
TD_123097,cust_3272,669230.24,D,PAL,2022-05-14
TD_123098,cust_3855,4813112.94,C,CAN,2022-05-14
FX_123099,cust_5998,7040967.78,C,KON,2022-05-14
TD_123100,cust_2682,6352522.25,D,CHN,2022-05-14
FX_123101,cust_5852,5306554.5,C,IND,2022-05-14
FX_123102,cust_2022,2617704.04,D,KON,2022-05-14
FX_123103,cust_7641,1790814.69,C,AFG,2022-05-14
TD_123104,cust_5367,5067101.98,C,PAL,2022-05-14
TD_123105,cust_1638,2374251.9,C,CHN,2022-05-14
FX_123106,cust_5243,6175430.88,D,PAL,2022-05-14
FX_123107,cust_8274,9651012.4,C,IND,2022-05-14
FX_123108,cust_7436,2174670.56,C,CHN,2022-05-14
FX_123109,cust_2612,7485672.5,C,IND,2022-05-14
TD_123110,cust_4245,2444048.04,C,CHN,2022-05-14
TD_123111,cust_9425,3173241.47,C,CHN,2022-05-14
TD_123112,cust_4713,112235.16,C,JPN,2022-05-14
FX_123113,cust_4935,5181606.46,C,CHN,2022-05-14
FX_123114,cust_6618,6541477.65,D,USA,2022-05-14
FX_123115,cust_2134,1602861.83,C,CAN,2022-05-14
TD_123116,cust_6262,6253635.24,C,CHN,2022-05-14
TD_123117,cust_1617,5707286.49,D,IND,2022-05-14
FX_123118,cust_8843,1918269.74,D,KON,2022-05-14
FX_123119,cust_5535,5275979.12,C,KON,2022-05-14
TD_123120,cust_6344,5930086.12,C,AFG,2022-05-14
FX_123121,cust_5802,3940928.18,D,JPN,2022-05-14
FX_123122,cust_4150,865436.91,D,IND,2022-05-14
FX_123123,cust_6089,8053747.18,C,KON,2022-05-14
TD_123124,cust_1915,9146835.87,D,USA,2022-05-14
TD_123125,cust_1299,4161013.92,C,CAN,2022-05-14
FX_123126,cust_7406,2515278.07,C,PAL,2022-05-14
TD_123127,cust_1065,3000491.38,C,USA,2022-05-14
TD_123128,cust_5098,8115179.62,C,IND,2022-05-14
TD_123129,cust_3894,4439355.91,D,CHN,2022-05-14
TD_123130,cust_6131,9225401.59,D,JPN,2022-05-14
TD_123131,cust_2942,3321052.02,C,AFG,2022-05-14
TD_123132,cust_9658,132025.21,D,KON,2022-05-14
FX_123133,cust_3910,541131.2,C,PAL,2022-05-14
TD_123134,cust_2612,8120224.33,D,IND,2022-05-14
FX_123135,cust_3655,6385445.77,D,CHN,2022-05-14
TD_123136,cust_6070,6202356.92,C,CHN,2022-05-14
FX_123137,cust_8145,1336765.35,D,PAL,2022-05-14
TD_123138,cust_3111,8028925.13,D,JPN,2022-05-14
FX_123139,cust_4951,2778221.05,C,KON,2022-05-14
TD_123140,cust_5491,6422948.47,D,PAL,2022-05-14
FX_123141,cust_2180,6822425.63,C,CAN,2022-05-14
TD_123142,cust_7810,7257861.99,C,PAL,2022-05-14
TD_123143,cust_9602,453654.68,D,AFG,2022-05-14
TD_123144,cust_9139,4841109.25,C,USA,2022-05-14
FX_123145,cust_9732,6469195.4,C,PAL,2022-05-14
TD_123146,cust_3896,2355194.44,D,JPN,2022-05-14
FX_123147,cust_5052,3516774.09,D,PAL,2022-05-14
TD_123148,cust_5587,6870143.26,D,JPN,2022-05-14
TD_123149,cust_6299,142678.34,C,JPN,2022-05-14
FX_123150,cust_9168,8352270.77,D,USA,2022-05-14
TD_123151,cust_7843,1354072.59,D,USA,2022-05-14
TD_123152,cust_5289,2163225.59,C,JPN,2022-05-14
FX_123153,cust_1172,909569.04,D,PAL,2022-05-14
TD_123154,cust_1495,8297781.77,C,PAL,2022-05-14
FX_123155,cust_2559,4432602.2,C,CAN,2022-05-14
TD_123156,cust_6299,599521.72,C,USA,2022-05-14
FX_123157,cust_5770,6985074.38,C,AFG,2022-05-14
FX_123158,cust_6747,4629105.09,C,KON,2022-05-14
TD_123159,cust_5849,454805.77,D,IND,2022-05-14
FX_123160,cust_8845,7083454.67,D,JPN,2022-05-14
TD_123161,cust_8446,9003465.95,C,JPN,2022-05-14
FX_123162,cust_3853,6757241.54,D,PAL,2022-05-14
FX_123163,cust_6656,7208828.04,C,CAN,2022-05-14
TD_123164,cust_6783,6819907.78,C,PAL,2022-05-14
TD_123165,cust_4239,4773372.73,D,CAN,2022-05-14
FX_123166,cust_6734,9100331.42,C,CAN,2022-05-14
FX_123167,cust_5843,7666889.39,C,PAL,2022-05-14
TD_123168,cust_4201,4989034.77,D,CHN,2022-05-14
FX_123169,cust_2793,5939291.94,C,IND,2022-05-14
TD_123170,cust_7604,825435.37,C,IND,2022-05-14
TD_123171,cust_6754,4965702.4,D,CAN,2022-05-14
FX_123172,cust_2806,193653.67,D,USA,2022-05-14
FX_123173,cust_8875,7727528.26,C,CAN,2022-05-14
TD_123174,cust_8451,1295452.85,D,CAN,2022-05-14
TD_123175,cust_5239,1718581.67,D,CAN,2022-05-14
FX_123176,cust_6021,2405019.2,D,CHN,2022-05-14
TD_123177,cust_9576,1833168.89,C,AFG,2022-05-14
FX_123178,cust_1503,2492976.34,C,IND,2022-05-14
TD_123179,cust_8714,387168.85,C,JPN,2022-05-14
FX_123180,cust_4957,8193827.45,C,AFG,2022-05-14
TD_123181,cust_6980,8196062.92,C,AFG,2022-05-14
FX_123182,cust_7159,4419096.21,C,USA,2022-05-14
FX_123183,cust_2611,7496760.59,C,IND,2022-05-14
FX_123184,cust_2533,4020706.41,D,JPN,2022-05-14
FX_123185,cust_1894,6362733.09,C,IND,2022-05-14
TD_123186,cust_5484,5883658.37,D,JPN,2022-05-14
TD_123187,cust_4053,338972.39,D,CHN,2022-05-14
FX_123188,cust_7105,9631820.59,C,PAL,2022-05-14
FX_123189,cust_4064,3161218.7,D,JPN,2022-05-14
TD_123190,cust_4264,3966106.03,D,USA,2022-05-14
FX_123191,cust_9908,2012755.97,D,IND,2022-05-14
FX_123192,cust_4535,2458285.09,C,AFG,2022-05-14
FX_123193,cust_8634,6941885.05,D,CAN,2022-05-14
FX_123194,cust_3467,5028865.72,C,PAL,2022-05-14
FX_123195,cust_7767,2954330.77,D,CHN,2022-05-14
FX_123196,cust_5316,5857357.7,C,PAL,2022-05-14
FX_123197,cust_2479,2672471.37,D,PAL,2022-05-14
TD_123198,cust_5699,1519199.83,C,USA,2022-05-14
TD_123199,cust_9964,2137163.04,C,USA,2022-05-14
TD_123200,cust_6270,6219622.28,D,USA,2022-05-14
TD_123201,cust_9499,191414.35,D,CAN,2022-05-14
FX_123202,cust_3540,5512964.55,C,PAL,2022-05-14
FX_123203,cust_3136,9983586.82,C,AFG,2022-05-14
FX_123204,cust_6995,4694734.58,C,AFG,2022-05-14
TD_123205,cust_2735,5145023.51,D,CAN,2022-05-14
TD_123206,cust_2789,3053310.23,C,CAN,2022-05-14
FX_123207,cust_4085,8663441.13,D,CAN,2022-05-14
FX_123208,cust_4402,270473.08,C,CHN,2022-05-14
FX_123209,cust_9173,8146451.58,C,IND,2022-05-14
TD_123210,cust_3950,7514863.61,C,PAL,2022-05-14
FX_123211,cust_1304,7521086.92,D,JPN,2022-05-14
TD_123212,cust_8646,7920190.27,D,KON,2022-05-14
TD_123213,cust_1893,7805038.38,D,USA,2022-05-14
FX_123214,cust_9641,3435780.25,C,AFG,2022-05-14
FX_123215,cust_8532,3539446.65,C,PAL,2022-05-14
FX_123216,cust_3456,3863791.19,D,CHN,2022-05-14
FX_123217,cust_9569,8609868.94,C,USA,2022-05-14
FX_123218,cust_5369,5155781.46,C,KON,2022-05-14
FX_123219,cust_1978,9073641.44,D,AFG,2022-05-14
TD_123220,cust_3951,7270806.93,D,JPN,2022-05-14
TD_123221,cust_7461,4730040.5,D,PAL,2022-05-14
FX_123222,cust_1729,7270064.39,C,CHN,2022-05-14
FX_123223,cust_1189,3714919.87,C,IND,2022-05-14
TD_123224,cust_8171,552001.68,D,JPN,2022-05-14
TD_123225,cust_7676,5971301.69,C,PAL,2022-05-14
TD_123226,cust_8097,9939758.15,C,CHN,2022-05-14
FX_123227,cust_9763,7786212.62,D,AFG,2022-05-14
TD_123228,cust_2259,3231077.15,D,CAN,2022-05-14
FX_123229,cust_8793,2147006.65,D,KON,2022-05-14
FX_123230,cust_2165,9140691.45,D,USA,2022-05-14
FX_123231,cust_5126,9323581.94,D,PAL,2022-05-14
TD_123232,cust_8647,2669143.75,D,CAN,2022-05-14
TD_123233,cust_2618,1791851.34,D,USA,2022-05-14
FX_123234,cust_6924,9507740.87,C,IND,2022-05-14
FX_123235,cust_3216,1257998.11,C,IND,2022-05-14
TD_123236,cust_8716,155678.75,C,CAN,2022-05-14
TD_123237,cust_3162,8035047.87,C,AFG,2022-05-14
FX_123238,cust_3866,9734497.98,D,PAL,2022-05-14
TD_123239,cust_4404,3379074.1,D,CAN,2022-05-14
FX_123240,cust_7519,329801.22,C,AFG,2022-05-14
TD_123241,cust_4006,2440533.16,C,JPN,2022-05-14
FX_123242,cust_5415,2314226.59,D,CHN,2022-05-14
TD_123243,cust_9809,706712.55,D,JPN,2022-05-14
TD_123244,cust_3710,6558052.53,C,AFG,2022-05-14
TD_123245,cust_7350,2232620.63,C,CAN,2022-05-14
FX_123246,cust_4788,4038597.47,C,JPN,2022-05-14
FX_123247,cust_8185,840306.6,D,CAN,2022-05-14
FX_123248,cust_6522,3334554.82,C,USA,2022-05-14
FX_123249,cust_8555,7370802.48,C,USA,2022-05-14
FX_123250,cust_1195,9987586.82,C,PAL,2022-05-14
FX_123251,cust_5696,8715061.0,D,PAL,2022-05-14
FX_123252,cust_6163,1645295.97,C,CHN,2022-05-14
FX_123253,cust_2784,234367.16,C,AFG,2022-05-14
FX_123254,cust_9583,638463.8,C,USA,2022-05-14
TD_123255,cust_3198,3059466.92,C,USA,2022-05-14
TD_123256,cust_1866,9556315.99,C,AFG,2022-05-14
FX_123257,cust_1708,563167.65,C,USA,2022-05-14
FX_123258,cust_3416,5186200.39,C,PAL,2022-05-14
TD_123259,cust_1322,1684252.76,C,CHN,2022-05-14
FX_123260,cust_5997,6167267.96,D,PAL,2022-05-14
TD_123261,cust_1532,5980680.02,D,KON,2022-05-14
TD_123262,cust_4671,1595542.25,C,CAN,2022-05-14
TD_123263,cust_8494,2886330.46,D,PAL,2022-05-14
TD_123264,cust_2300,7171560.69,C,CHN,2022-05-14
TD_123265,cust_4477,8842178.39,D,USA,2022-05-14
TD_123266,cust_3192,439051.54,D,CHN,2022-05-14
TD_123267,cust_1599,7703848.83,D,IND,2022-05-14
FX_123268,cust_4196,6135317.22,D,CAN,2022-05-14
FX_123269,cust_2192,2137075.33,D,AFG,2022-05-14
TD_123270,cust_8798,9481395.81,D,CAN,2022-05-14
FX_123271,cust_6309,1375098.16,C,USA,2022-05-14
TD_123272,cust_8763,4658907.89,C,USA,2022-05-14
FX_123273,cust_2883,227998.09,D,KON,2022-05-14
FX_123274,cust_1855,4774472.61,C,USA,2022-05-14
TD_123275,cust_3777,5610671.28,C,AFG,2022-05-14
FX_123276,cust_7663,197933.28,C,CHN,2022-05-14
FX_123277,cust_7074,8451789.91,D,CAN,2022-05-14
TD_123278,cust_7315,2746570.16,C,AFG,2022-05-14
TD_123279,cust_4380,469349.29,D,AFG,2022-05-14
FX_123280,cust_8648,8135105.5,C,USA,2022-05-14
FX_123281,cust_9831,3806991.69,D,CAN,2022-05-14
TD_123282,cust_4211,9974857.63,D,AFG,2022-05-14
FX_123283,cust_4574,7018397.19,C,JPN,2022-05-14
FX_123284,cust_2522,2083942.85,C,IND,2022-05-14
TD_123285,cust_1681,8108152.66,C,AFG,2022-05-14
FX_123286,cust_1119,1885869.83,C,CHN,2022-05-14
FX_123287,cust_9904,8844741.11,D,JPN,2022-05-14
FX_123288,cust_7537,8788947.65,C,USA,2022-05-14
TD_123289,cust_6281,1635725.33,D,JPN,2022-05-14
TD_123290,cust_2745,534195.99,D,PAL,2022-05-14
TD_123291,cust_4094,3687544.09,C,CAN,2022-05-14
TD_123292,cust_7253,1567920.42,D,CAN,2022-05-14
TD_123293,cust_9575,1362402.13,D,AFG,2022-05-14
FX_123294,cust_2231,3446226.71,C,PAL,2022-05-14
TD_123295,cust_9445,3828960.05,C,CHN,2022-05-14
FX_123296,cust_4407,4809836.07,C,CAN,2022-05-14
TD_123297,cust_3098,5918451.05,D,PAL,2022-05-14
TD_123298,cust_9804,6804543.18,D,AFG,2022-05-14
TD_123299,cust_6334,1093749.31,D,JPN,2022-05-14
TD_123300,cust_8433,5524232.41,D,JPN,2022-05-14
TD_123301,cust_4779,2358729.92,D,KON,2022-05-14
TD_123302,cust_1211,9466069.95,D,CHN,2022-05-14
FX_123303,cust_5028,6892622.88,C,IND,2022-05-14
TD_123304,cust_5744,5674641.66,D,IND,2022-05-14
FX_123305,cust_4350,294834.28,D,KON,2022-05-14
FX_123306,cust_9797,5920988.77,C,CAN,2022-05-14
TD_123307,cust_3608,1161649.47,C,PAL,2022-05-14
TD_123308,cust_3569,1591586.72,C,CAN,2022-05-14
TD_123309,cust_2542,248776.73,D,AFG,2022-05-14
FX_123310,cust_8408,8126074.7,D,IND,2022-05-14
TD_123311,cust_9796,2513994.82,D,CHN,2022-05-14
FX_123312,cust_1771,3033824.48,C,AFG,2022-05-14
TD_123313,cust_2307,5351715.22,C,PAL,2022-05-14
FX_123314,cust_2516,8192523.31,C,CHN,2022-05-14
TD_123315,cust_7758,5928073.07,C,KON,2022-05-14
FX_123316,cust_1548,767961.7,C,JPN,2022-05-14
TD_123317,cust_1559,1254431.67,D,CHN,2022-05-14
TD_123318,cust_5074,4417004.5,D,CAN,2022-05-14
FX_123319,cust_8975,2579305.96,D,JPN,2022-05-14
TD_123320,cust_7122,9060098.5,D,KON,2022-05-14
FX_123321,cust_3177,4275186.82,D,KON,2022-05-14
FX_123322,cust_2182,7054040.68,D,USA,2022-05-14
FX_123323,cust_7289,2154071.28,D,KON,2022-05-14
FX_123324,cust_9353,7503238.12,C,CAN,2022-05-14
FX_123325,cust_2306,2783548.26,D,KON,2022-05-14
TD_123326,cust_9035,6365297.46,C,PAL,2022-05-14
TD_123327,cust_5445,5332163.39,C,PAL,2022-05-14
FX_123328,cust_5141,7474353.62,D,KON,2022-05-14
FX_123329,cust_3809,2531742.37,D,CHN,2022-05-14
FX_123330,cust_1088,7335775.17,C,CAN,2022-05-14
TD_123331,cust_5619,540465.14,D,KON,2022-05-14
TD_123332,cust_1016,339811.87,C,CAN,2022-05-14
FX_123333,cust_4764,1265560.38,D,PAL,2022-05-14
TD_123334,cust_3217,1508822.73,D,IND,2022-05-14
TD_123335,cust_6311,7570994.56,D,JPN,2022-05-14
FX_123336,cust_9721,9172705.45,D,CAN,2022-05-14
FX_123337,cust_8343,4942876.81,D,USA,2022-05-14
FX_123338,cust_5682,3554899.78,C,JPN,2022-05-14
FX_123339,cust_3845,4081179.79,D,PAL,2022-05-14
TD_123340,cust_8023,4118348.7,C,PAL,2022-05-14
TD_123341,cust_6038,5890361.66,C,CHN,2022-05-14
TD_123342,cust_3073,459905.19,C,AFG,2022-05-14
TD_123343,cust_3997,8154127.92,D,JPN,2022-05-14
TD_123344,cust_5800,2398051.68,C,USA,2022-05-14
TD_123345,cust_9860,9127179.91,C,PAL,2022-05-14
TD_123346,cust_9033,725330.2,D,JPN,2022-05-14
FX_123347,cust_1885,7968095.63,D,PAL,2022-05-14
TD_123348,cust_2342,6909993.79,D,JPN,2022-05-14
FX_123349,cust_6747,8753906.04,D,AFG,2022-05-14
TD_123350,cust_9619,699310.39,D,JPN,2022-05-14
FX_123351,cust_6683,2518640.37,D,IND,2022-05-14
FX_123352,cust_1379,1973781.68,D,CHN,2022-05-14
FX_123353,cust_5861,1331050.49,D,IND,2022-05-14
TD_123354,cust_7450,6766109.84,C,JPN,2022-05-14
TD_123355,cust_1587,9839168.57,C,CAN,2022-05-14
FX_123356,cust_9142,6199016.32,D,KON,2022-05-14
FX_123357,cust_6593,5961918.7,D,CAN,2022-05-14
FX_123358,cust_9682,6753048.7,D,USA,2022-05-14
TD_123359,cust_2463,921436.52,C,AFG,2022-05-14
TD_123360,cust_6533,1159897.4,C,CHN,2022-05-14
FX_123361,cust_8182,2320512.06,C,USA,2022-05-14
FX_123362,cust_1547,2724252.75,C,AFG,2022-05-14
FX_123363,cust_3732,1591678.56,C,JPN,2022-05-14
