orderid,brand_name,product_name,sales_ammount,sales_date
0000065,Apple,laptop256,40793.19,2020-01-27
0000066,Apple,iphone13,36781.41,2018-12-18
0000067,Apple,iphone13,82152.38,2018-06-03
0000068,Nokia,Nk320,79748.49,2019-07-10
0000069,Samsung,galaxy11,86158.32,2020-04-17
0000070,Apple,Macbook512,73302.03,2018-10-13
0000071,Samsung,watch340,21263.94,2019-10-09
0000072,Samsung,watch340,19355.91,2020-03-31
0000073,Samsung,watch340,47255.71,2019-05-16
0000074,Apple,iphoneSE,22895.27,2019-01-22
0000075,Nokia,Nk400,351.89,2019-07-10
0000076,Nokia,Nk500,77809.17,2018-11-16
0000077,Apple,iphone11,91151.76,2019-10-01
0000078,Nokia,Nk400,34435.6,2019-12-27
0000079,Nokia,Nk400,32512.73,2018-11-03
0000080,Apple,laptop256,88396.75,2019-08-07
0000081,Nokia,Nk320,32556.67,2019-01-05
0000082,Apple,iphone13,97991.05,2018-08-18
0000083,Apple,iphone13,22590.5,2019-12-01
0000084,Samsung,galaxy13,13385.84,2019-10-13
0000085,Nokia,Nk500,8196.46,2018-06-07
0000086,Samsung,watch320,81423.75,2019-04-06
0000087,Nokia,Nk400,68721.06,2020-03-28
0000088,Samsung,galaxy13,50885.16,2019-03-07
0000089,Nokia,Nk400,67758.21,2019-01-02
0000090,Samsung,watch340,68833.55,2019-08-22
0000091,Samsung,galaxy13,89359.75,2018-11-12
0000092,Samsung,galaxy10,46516.9,2018-10-26
0000093,Nokia,Nk500,58577.09,2018-07-10
0000094,Samsung,galaxy10,42534.51,2018-08-08
0000095,Apple,iphone11,29776.5,2018-11-06
0000096,Nokia,Nk400,74870.37,2018-12-04
0000097,Samsung,watch340,84654.65,2018-11-29
0000098,Samsung,watch340,78830.85,2019-07-03
0000099,Nokia,Nk400,24802.49,2019-07-19
0000100,Nokia,Nk400,38597.41,2019-02-26
0000101,Nokia,Nk500,65917.34,2019-05-26
0000102,Nokia,Nk500,31858.28,2019-05-02
0000103,Apple,iphoneSE,7515.46,2019-03-27
0000104,Nokia,Nk500,27792.48,2019-11-23
0000105,Samsung,galaxy12,97840.29,2018-12-17
0000106,Samsung,galaxy13,78821.28,2018-09-22
0000107,Nokia,Nk320,51210.57,2019-09-19
0000108,Nokia,Nk400,33814.5,2019-07-10
0000109,Apple,iphoneSE,68938.37,2018-08-14
0000110,Samsung,watch340,44343.51,2018-12-21
0000111,Nokia,Nk320,5332.72,2019-08-13
0000112,Apple,IpadMini,66970.71,2019-06-28
0000113,Nokia,Nk500,57129.0,2020-04-24
0000114,Nokia,Nk500,40627.19,2019-10-04
0000115,Samsung,galaxy13,80697.99,2019-06-21
0000116,Apple,laptop256,15156.95,2020-03-27
0000117,Samsung,galaxy10,80370.09,2019-10-25
0000118,Apple,iphone11,21008.93,2018-07-17
0000119,Apple,Macbook512,46828.05,2019-12-17
0000120,Samsung,galaxy12,35861.92,2019-11-02
0000121,Nokia,Nk500,14740.27,2019-06-01
0000122,Samsung,watch340,99394.89,2018-09-03
0000123,Nokia,Nk400,52009.77,2019-01-06
0000124,Samsung,galaxy13,98249.38,2018-05-07
0000125,Apple,IpadMini,62544.17,2020-01-20
0000126,Nokia,Nk320,48972.7,2018-08-23
0000127,Samsung,galaxy12,47136.14,2019-03-12
0000128,Apple,Macbook512,79787.01,2020-01-04
0000129,Samsung,watch340,91402.51,2019-07-16
0000130,Nokia,Nk320,47894.7,2019-12-24
0000131,Nokia,Nk500,99838.99,2020-03-18
0000132,Samsung,galaxy13,22773.71,2020-04-22
0000133,Samsung,galaxy10,15084.22,2018-12-02
0000134,Apple,iphone12,48794.43,2019-07-20
0000135,Apple,IpadMax,43865.0,2020-02-09
0000136,Nokia,Nk320,85097.61,2020-03-13
0000137,Nokia,Nk320,95209.58,2019-08-09
0000138,Samsung,galaxy12,11919.88,2019-07-06
0000139,Nokia,Nk320,93797.99,2018-09-02
0000140,Samsung,galaxy10,38021.25,2018-06-27
0000141,Apple,IpadMini,77602.03,2018-12-14
0000142,Samsung,galaxy11,80903.23,2019-02-05
0000143,Apple,laptop256,64283.76,2019-02-27
0000144,Apple,iphone13,23844.45,2018-07-18
0000145,Apple,iphone12,41213.58,2018-10-27
0000146,Samsung,galaxy10,39449.77,2019-07-31
0000147,Samsung,watch340,91151.55,2019-09-28
0000148,Nokia,Nk400,50871.33,2020-04-18
0000149,Nokia,Nk320,34594.98,2019-02-14
0000150,Apple,iphone11,57513.86,2019-06-10
0000151,Nokia,Nk320,7030.05,2020-01-24
0000152,Nokia,Nk400,52882.86,2018-09-18
0000153,Nokia,Nk320,54131.9,2018-10-29
0000154,Nokia,Nk500,94966.68,2018-07-13
0000155,Samsung,galaxy11,89119.61,2019-05-05
0000156,Nokia,Nk400,92447.73,2018-05-03
0000157,Nokia,Nk400,64395.81,2018-08-06
0000158,Apple,iphoneSE,31801.95,2018-10-12
0000159,Samsung,watch320,56632.62,2018-12-23
0000160,Nokia,Nk500,56993.96,2019-01-14
0000161,Samsung,galaxy13,14401.83,2019-08-15
0000162,Samsung,galaxy10,80872.22,2018-08-12
0000163,Samsung,galaxy12,89122.99,2018-12-21
0000164,Apple,laptop256,38212.72,2019-10-28
0000165,Apple,iphoneSE,60679.2,2018-10-17
0000166,Apple,iphone11,81185.13,2019-09-02
0000167,Samsung,galaxy12,43461.57,2018-11-18
0000168,Nokia,Nk500,79875.24,2020-02-23
0000169,Samsung,galaxy11,90968.18,2019-08-20
0000170,Apple,laptop256,32386.66,2018-08-15
0000171,Nokia,Nk400,43028.73,2019-01-03
0000172,Samsung,watch340,17263.59,2018-12-17
0000173,Apple,laptop256,6202.3,2020-04-21
0000174,Apple,iphone11,49882.65,2018-08-12
0000175,Apple,iphone11,75335.14,2018-12-09
0000176,Samsung,galaxy13,37211.62,2019-12-04
0000177,Apple,iphone13,60550.12,2018-08-17
0000178,Nokia,Nk500,94402.76,2018-06-08
0000179,Samsung,galaxy11,67978.76,2019-07-31
0000180,Nokia,Nk400,97931.16,2020-03-28
0000181,Nokia,Nk400,26748.53,2020-04-05
0000182,Samsung,galaxy12,70165.56,2019-04-27
0000183,Nokia,Nk400,67100.41,2019-08-25
0000184,Nokia,Nk400,92660.75,2020-01-28
0000185,Apple,laptop256,5715.12,2018-10-08
0000186,Nokia,Nk320,36029.93,2019-08-03
0000187,Samsung,galaxy12,63235.9,2018-12-09
0000188,Apple,iphone11,51735.19,2020-04-14
0000189,Nokia,Nk500,62024.19,2018-10-29
0000190,Nokia,Nk400,39280.9,2018-08-17
0000191,Apple,laptop256,24008.68,2018-07-11
0000192,Apple,iphone12,48222.68,2018-06-03
0000193,Apple,iphone13,5804.65,2018-07-16
0000194,Samsung,galaxy13,59577.09,2019-08-08
0000195,Apple,iphone12,99109.01,2018-09-08
0000196,Nokia,Nk400,73365.13,2019-04-30
0000197,Apple,iphone11,26538.52,2019-05-13
0000198,Samsung,galaxy12,6595.21,2019-05-25
0000199,Samsung,galaxy10,24459.35,2020-02-20
0000200,Nokia,Nk500,91701.94,2018-07-19
0000201,Samsung,watch340,14894.62,2019-01-10
0000202,Samsung,galaxy11,95771.83,2018-11-18
0000203,Samsung,galaxy11,53592.33,2018-05-15
0000204,Samsung,galaxy11,50621.64,2019-01-04
0000205,Nokia,Nk500,53678.75,2018-05-31
0000206,Apple,iphone12,24679.07,2020-04-27
0000207,Apple,IpadMini,94536.85,2018-08-31
0000208,Nokia,Nk500,97734.95,2018-10-01
0000209,Nokia,Nk320,3007.88,2019-12-09
0000210,Nokia,Nk320,15363.34,2018-07-21
0000211,Nokia,Nk400,44901.83,2018-06-30
0000212,Samsung,watch320,39757.97,2020-01-04
0000213,Samsung,galaxy11,49942.35,2018-08-13
0000214,Apple,iphone11,51290.28,2019-08-02
0000215,Samsung,galaxy12,17431.77,2019-08-01
0000216,Nokia,Nk500,70152.07,2020-04-29
0000217,Apple,IpadMax,57525.14,2019-10-30
0000218,Samsung,galaxy13,99245.26,2019-04-04
0000219,Nokia,Nk500,42458.36,2019-12-02
0000220,Samsung,watch320,34693.8,2019-09-14
0000221,Nokia,Nk320,59362.4,2018-08-23
0000222,Nokia,Nk500,20151.19,2019-09-21
0000223,Nokia,Nk320,4596.85,2020-03-31
0000224,Samsung,watch320,70119.97,2019-04-01
0000225,Apple,iphone12,49825.07,2020-03-16
0000226,Apple,iphone11,44410.37,2018-12-07
0000227,Samsung,galaxy12,62585.63,2018-10-24
0000228,Apple,iphoneSE,56747.07,2019-04-18
0000229,Apple,iphone13,89653.6,2020-02-13
0000230,Apple,IpadMini,41879.94,2018-05-30
0000231,Samsung,galaxy13,67149.82,2019-06-18
0000232,Samsung,galaxy11,81795.04,2019-08-14
0000233,Apple,IpadMini,65356.05,2019-04-12
0000234,Nokia,Nk320,42149.52,2019-03-30
0000235,Apple,iphone13,6037.18,2019-08-18
0000236,Apple,iphone11,25543.72,2019-03-26
0000237,Nokia,Nk400,86071.71,2020-03-18
0000238,Apple,iphone11,72309.76,2018-10-03
0000239,Apple,IpadMini,74973.73,2019-08-15
0000240,Nokia,Nk400,80541.06,2018-08-28
0000241,Nokia,Nk400,26292.74,2020-02-28
0000242,Samsung,galaxy12,19418.15,2018-06-08
0000243,Nokia,Nk400,8770.95,2018-10-21
0000244,Nokia,Nk400,9644.2,2018-07-13
0000245,Samsung,galaxy12,51132.73,2019-01-02
0000246,Nokia,Nk500,95445.7,2018-07-02
0000247,Nokia,Nk320,20106.34,2018-05-28
0000248,Nokia,Nk400,48100.92,2019-03-05
0000249,Samsung,watch320,95003.1,2020-03-31
0000250,Samsung,galaxy13,92467.28,2019-05-16
0000251,Samsung,galaxy13,73685.6,2020-02-05
0000252,Samsung,galaxy10,73095.42,2018-11-10
0000253,Nokia,Nk500,51794.05,2019-08-05
0000254,Samsung,galaxy12,70813.38,2018-09-25
0000255,Samsung,watch320,67528.82,2018-05-01
0000256,Samsung,galaxy12,41099.38,2019-09-16
0000257,Apple,iphoneSE,13118.89,2019-03-12
0000258,Apple,IpadMax,14238.44,2019-10-19
0000259,Apple,iphone12,83605.41,2018-07-28
0000260,Samsung,watch340,80314.56,2018-11-14
0000261,Samsung,watch320,51826.93,2018-09-01
0000262,Samsung,watch340,5187.0,2020-03-24
0000263,Samsung,watch340,79462.02,2018-12-21
0000264,Samsung,watch320,13660.25,2019-02-27
0000265,Apple,iphoneSE,6614.0,2019-10-28
0000266,Samsung,galaxy13,58023.87,2019-07-31
0000267,Samsung,watch320,62590.41,2019-03-05
0000268,Apple,iphone13,32917.32,2020-04-07
0000269,Nokia,Nk320,373.15,2019-02-04
0000270,Nokia,Nk400,964.6,2018-05-25
0000271,Samsung,galaxy12,58683.23,2019-11-06
0000272,Apple,IpadMax,92758.72,2020-01-29
0000273,Samsung,watch320,72382.23,2020-02-01
0000274,Nokia,Nk320,83547.97,2019-06-13
0000275,Samsung,galaxy12,8152.53,2020-04-09
0000276,Nokia,Nk320,76574.08,2020-04-15
0000277,Samsung,watch340,71095.66,2018-10-12
0000278,Apple,Macbook512,54654.8,2019-05-07
0000279,Apple,iphone13,53295.59,2018-05-31
0000280,Samsung,watch320,35967.28,2018-10-28
0000281,Samsung,galaxy10,25341.75,2018-11-27
0000282,Apple,IpadMax,84045.4,2018-07-20
0000283,Samsung,watch340,91064.32,2019-11-19
0000284,Nokia,Nk500,79497.87,2019-02-08
0000285,Apple,IpadMini,13664.97,2019-01-21
0000286,Samsung,galaxy10,52612.23,2018-05-05
0000287,Nokia,Nk500,5452.64,2019-10-15
0000288,Samsung,watch340,8594.83,2019-04-07
0000289,Nokia,Nk320,68139.91,2019-10-17
0000290,Nokia,Nk320,28667.15,2019-07-12
0000291,Nokia,Nk500,69195.9,2019-10-10
0000292,Samsung,galaxy10,45722.64,2019-12-10
0000293,Nokia,Nk400,17912.96,2018-05-14
0000294,Nokia,Nk320,35965.54,2020-03-16
0000295,Samsung,galaxy13,87592.44,2020-02-12
0000296,Samsung,galaxy11,21299.71,2018-11-06
0000297,Samsung,galaxy10,87611.34,2019-12-17
0000298,Apple,Macbook512,13516.62,2018-05-11
0000299,Samsung,galaxy12,9275.71,2020-03-13
0000300,Nokia,Nk400,37944.71,2018-08-23
0000301,Apple,iphone13,69739.71,2019-04-05
0000302,Nokia,Nk400,47252.71,2020-04-02
0000303,Nokia,Nk400,22961.13,2019-09-04
0000304,Nokia,Nk320,15518.5,2019-11-10
0000305,Apple,laptop256,44146.32,2020-03-20
0000306,Apple,iphone13,57235.87,2020-02-22
0000307,Samsung,galaxy12,39153.68,2019-07-21
0000308,Samsung,galaxy11,90820.14,2018-06-23
0000309,Samsung,galaxy10,51278.24,2019-06-17
0000310,Nokia,Nk400,3087.43,2018-08-11
0000311,Apple,IpadMax,85494.32,2019-10-01
0000312,Apple,iphone12,8590.13,2020-01-28
0000313,Nokia,Nk500,77713.39,2018-12-12
0000314,Samsung,watch340,93238.08,2020-02-01
0000315,Apple,laptop256,7776.84,2018-10-19
0000316,Nokia,Nk320,68974.17,2019-12-04
0000317,Apple,iphone12,63246.67,2019-10-16
0000318,Apple,iphone13,20453.09,2020-03-03
0000319,Samsung,watch340,73495.39,2019-01-29
0000320,Nokia,Nk500,14135.21,2018-05-06
0000321,Apple,iphone11,14980.79,2018-12-01
0000322,Apple,iphone12,99840.94,2018-10-05
0000323,Apple,iphone12,64119.96,2020-04-01
0000324,Samsung,galaxy12,23713.3,2018-12-31
0000325,Nokia,Nk500,30266.22,2020-04-09
0000326,Samsung,watch320,75879.63,2019-08-26
0000327,Samsung,galaxy11,63505.64,2019-09-05
0000328,Samsung,galaxy13,45674.78,2019-08-01
0000329,Apple,iphone12,79112.84,2019-09-23
0000330,Apple,laptop256,48954.41,2018-09-15
0000331,Apple,iphone12,76048.92,2019-02-11
0000332,Nokia,Nk320,26881.96,2018-06-04
0000333,Samsung,watch320,70150.58,2019-12-25
0000334,Apple,laptop256,90694.45,2019-09-24
0000335,Apple,iphoneSE,31562.33,2019-09-20
0000336,Nokia,Nk400,20221.17,2019-05-11
0000337,Samsung,galaxy10,99416.25,2018-09-17
0000338,Nokia,Nk500,51908.94,2018-09-10
0000339,Samsung,galaxy10,43412.73,2019-07-10
0000340,Samsung,galaxy11,32017.37,2019-12-21
0000341,Samsung,watch340,6799.8,2020-03-29
0000342,Apple,IpadMini,56274.6,2018-09-06
0000343,Samsung,galaxy10,56393.28,2019-06-15
0000344,Apple,iphone12,82645.38,2019-02-11
0000345,Apple,IpadMax,83534.27,2019-10-22
0000346,Nokia,Nk500,39528.44,2018-08-05
0000347,Nokia,Nk320,6699.63,2020-02-02
0000348,Apple,laptop256,4985.14,2019-04-22
0000349,Nokia,Nk400,43059.49,2020-03-07
0000350,Samsung,watch320,59359.05,2019-01-09
0000351,Nokia,Nk500,69918.69,2018-10-01
0000352,Apple,IpadMax,40007.94,2018-08-15
0000353,Samsung,galaxy12,84959.61,2019-06-17
0000354,Apple,IpadMini,73243.48,2019-02-19
0000355,Nokia,Nk400,43509.29,2018-12-26
0000356,Nokia,Nk500,9257.04,2020-01-17
0000357,Nokia,Nk320,23206.35,2019-04-14
0000358,Samsung,watch340,19569.69,2018-09-13
0000359,Nokia,Nk320,93924.03,2019-12-04
0000360,Samsung,watch320,97441.58,2019-04-03
0000361,Samsung,watch340,14030.76,2020-04-18
0000362,Apple,iphone11,26581.17,2018-07-18
0000363,Nokia,Nk500,83084.39,2019-02-14
0000364,Nokia,Nk400,21846.39,2019-10-11
0000365,Nokia,Nk400,34711.83,2019-02-28
0000366,Apple,Macbook512,95440.87,2018-06-26
0000367,Nokia,Nk320,96843.41,2019-12-21
0000368,Apple,Macbook512,44809.5,2020-01-16
0000369,Samsung,galaxy12,11075.06,2018-11-09
0000370,Nokia,Nk500,86047.0,2020-01-30
0000371,Apple,iphoneSE,17207.93,2020-01-30
0000372,Nokia,Nk500,74371.42,2019-07-04
0000373,Apple,laptop256,32572.62,2019-10-17
0000374,Nokia,Nk320,52655.59,2019-05-22
0000375,Nokia,Nk400,56549.41,2018-10-14
0000376,Apple,IpadMini,72737.34,2018-06-24
0000377,Samsung,watch320,12484.76,2019-08-03
0000378,Apple,Macbook512,33517.62,2018-06-21
0000379,Samsung,galaxy13,26411.29,2018-09-29
0000380,Nokia,Nk500,18916.04,2020-03-10
0000381,Apple,iphone13,97220.5,2019-01-06
0000382,Nokia,Nk320,23794.64,2019-01-19
0000383,Nokia,Nk500,18890.83,2018-12-31
0000384,Samsung,galaxy12,99634.12,2019-06-05
0000385,Apple,iphone11,48307.76,2020-03-17
0000386,Samsung,galaxy13,86737.39,2020-03-07
0000387,Samsung,watch320,95337.03,2019-01-05
0000388,Samsung,galaxy12,87613.78,2020-02-28
0000389,Samsung,galaxy12,11817.64,2019-11-17
0000390,Samsung,watch340,22261.41,2018-06-14
0000391,Apple,IpadMax,21129.06,2019-07-10
0000392,Samsung,watch320,40283.73,2018-12-03
0000393,Nokia,Nk400,10114.69,2018-06-16
0000394,Apple,IpadMini,48983.55,2020-03-07
0000395,Nokia,Nk500,60721.28,2018-06-24
0000396,Apple,laptop256,86509.93,2019-06-26
0000397,Apple,IpadMax,52227.29,2019-10-15
0000398,Apple,laptop256,12476.48,2019-08-13
0000399,Nokia,Nk320,67381.32,2019-06-08
0000400,Apple,iphoneSE,60801.12,2019-07-19
0000401,Nokia,Nk320,5539.39,2018-08-01
0000402,Samsung,galaxy13,12727.93,2019-12-13
0000403,Apple,Macbook512,25262.78,2018-11-25
0000404,Nokia,Nk500,12288.8,2019-07-07
0000405,Apple,IpadMax,41727.86,2019-04-16
0000406,Nokia,Nk320,24448.33,2019-03-27
0000407,Apple,iphone12,35804.31,2019-09-17
0000408,Apple,IpadMini,33453.41,2019-04-04
0000409,Samsung,galaxy13,13383.66,2019-03-25
0000410,Apple,Macbook512,9627.49,2018-09-24
0000411,Nokia,Nk500,87557.89,2019-05-03
0000412,Apple,IpadMini,69066.21,2019-09-22
0000413,Nokia,Nk500,79145.94,2018-11-24
0000414,Apple,iphone11,55608.07,2019-11-17
0000415,Nokia,Nk400,47054.17,2019-08-09
0000416,Apple,Macbook512,29991.5,2020-02-22
0000417,Samsung,galaxy11,46269.16,2018-05-23
0000418,Samsung,galaxy10,46058.73,2020-01-24
0000419,Samsung,watch340,73805.91,2018-06-28
0000420,Nokia,Nk320,33244.8,2018-07-22
0000421,Nokia,Nk320,71884.88,2019-05-22
0000422,Nokia,Nk400,14100.99,2019-03-04
0000423,Apple,iphone11,43713.32,2019-12-24
0000424,Apple,iphoneSE,2561.0,2019-07-14
0000425,Apple,IpadMini,81366.37,2020-03-27
0000426,Apple,iphone12,14153.78,2020-01-10
0000427,Apple,iphone11,93036.82,2020-03-06
0000428,Nokia,Nk400,94340.86,2019-09-16
0000429,Nokia,Nk320,33233.93,2019-04-06
0000430,Apple,iphone11,84143.5,2018-07-22
0000431,Apple,IpadMax,69194.04,2019-08-08
0000432,Samsung,galaxy12,52015.44,2019-05-15
0000433,Samsung,watch340,52165.55,2018-08-18
0000434,Samsung,watch320,68193.19,2019-03-30
0000435,Nokia,Nk400,66628.21,2018-08-26
0000436,Samsung,watch340,26961.69,2018-05-09
0000437,Apple,Macbook512,80883.66,2019-04-17
0000438,Apple,iphone11,61856.35,2019-08-31
0000439,Nokia,Nk400,53057.26,2019-12-18
0000440,Samsung,galaxy13,16849.73,2018-09-10
0000441,Apple,iphone13,91673.43,2018-08-24
0000442,Apple,iphoneSE,7522.47,2018-10-10
0000443,Nokia,Nk500,59183.33,2018-07-03
0000444,Samsung,galaxy12,47887.08,2018-05-07
0000445,Nokia,Nk500,248.47,2018-06-01
0000446,Samsung,galaxy11,83806.44,2019-04-20
0000447,Nokia,Nk320,45473.25,2018-11-29
0000448,Nokia,Nk400,95885.53,2018-05-16
0000449,Nokia,Nk500,69809.34,2019-11-14
0000450,Apple,IpadMini,99695.59,2020-04-24
0000451,Samsung,galaxy13,84090.77,2019-02-24
0000452,Samsung,galaxy11,69107.23,2019-01-30
0000453,Apple,iphone11,82477.33,2018-06-14
0000454,Nokia,Nk500,67480.7,2019-02-24
0000455,Nokia,Nk400,15528.57,2018-08-08
0000456,Apple,laptop256,14570.97,2019-11-01
0000457,Apple,Macbook512,68188.49,2018-11-23
0000458,Samsung,galaxy10,2808.57,2019-01-18
0000459,Apple,laptop256,48045.01,2018-07-04
0000460,Samsung,galaxy10,2238.67,2020-03-22
0000461,Samsung,galaxy10,47535.1,2018-06-15
0000462,Apple,IpadMini,10873.33,2019-07-01
0000463,Nokia,Nk320,15310.61,2020-03-20
0000464,Apple,IpadMax,49268.19,2018-09-14
0000465,Samsung,watch340,12607.74,2020-02-13
0000466,Nokia,Nk320,68074.1,2019-07-09
0000467,Apple,IpadMini,90603.75,2018-12-29
0000468,Nokia,Nk500,69648.04,2019-01-28
0000469,Apple,Macbook512,38744.28,2019-05-03
0000470,Samsung,watch320,68844.45,2019-05-22
0000471,Nokia,Nk400,17004.1,2018-05-08
0000472,Nokia,Nk500,22509.07,2018-12-24
0000473,Apple,IpadMini,18085.17,2019-12-14
0000474,Nokia,Nk400,56773.1,2019-12-02
0000475,Samsung,watch320,8183.42,2019-10-08
0000476,Samsung,galaxy12,38546.5,2018-08-03
0000477,Samsung,galaxy11,71528.86,2020-02-15
0000478,Samsung,galaxy11,4942.01,2019-12-20
0000479,Nokia,Nk500,12250.14,2019-08-26
0000480,Apple,IpadMini,56708.15,2020-02-28
0000481,Nokia,Nk320,88107.76,2019-02-06
0000482,Samsung,galaxy10,5295.78,2018-10-19
0000483,Nokia,Nk500,46549.5,2020-01-31
0000484,Nokia,Nk400,7904.29,2020-04-06
0000485,Apple,iphone12,73815.17,2018-11-25
0000486,Apple,Macbook512,98598.58,2019-12-06
0000487,Samsung,galaxy10,53632.02,2018-08-26
0000488,Samsung,galaxy10,36122.73,2019-12-25
0000489,Samsung,watch340,54923.1,2019-04-17
0000490,Apple,iphone13,43536.33,2019-11-08
0000491,Apple,iphone12,22103.24,2018-06-01
0000492,Nokia,Nk500,29173.69,2019-06-30
0000493,Nokia,Nk320,77161.52,2020-03-21
0000494,Nokia,Nk320,84391.65,2020-01-28
0000495,Nokia,Nk500,49118.82,2018-07-11
0000496,Nokia,Nk500,41462.61,2019-10-27
0000497,Nokia,Nk500,35636.3,2019-09-30
0000498,Apple,IpadMax,85723.27,2018-05-18
0000499,Samsung,galaxy13,4244.61,2019-06-19
0000500,Samsung,galaxy13,29153.08,2019-09-07
0000501,Samsung,galaxy12,42730.12,2019-05-08
0000502,Samsung,galaxy12,37841.2,2019-02-08
0000503,Apple,iphoneSE,62417.73,2018-07-12
0000504,Apple,iphone11,65923.05,2020-02-27
0000505,Apple,laptop256,51462.74,2019-01-30
0000506,Nokia,Nk320,33734.06,2020-04-06
0000507,Apple,iphone13,65448.36,2019-09-22
0000508,Apple,iphoneSE,91123.7,2020-01-17
0000509,Nokia,Nk400,82258.29,2019-10-20
0000510,Samsung,galaxy11,87399.75,2019-05-10
0000511,Nokia,Nk500,29892.18,2019-07-08
0000512,Samsung,galaxy12,6219.63,2019-09-19
0000513,Apple,iphone12,88916.47,2018-10-23
0000514,Samsung,watch340,14675.84,2018-12-17
0000515,Apple,iphoneSE,61838.17,2019-04-18
0000516,Nokia,Nk320,76837.21,2019-08-04
0000517,Nokia,Nk500,45296.64,2018-12-10
0000518,Samsung,galaxy13,11060.6,2019-09-06
0000519,Apple,IpadMax,15930.33,2018-06-02
0000520,Samsung,galaxy13,24050.77,2019-01-08
0000521,Samsung,watch320,78248.01,2019-01-31
0000522,Samsung,galaxy11,52852.78,2018-12-08
0000523,Nokia,Nk400,58986.82,2019-10-02
0000524,Samsung,galaxy12,80067.42,2019-02-17
0000525,Nokia,Nk500,86231.2,2020-02-16
0000526,Samsung,watch340,32669.47,2019-07-07
0000527,Samsung,watch320,68221.84,2018-10-04
0000528,Apple,IpadMax,80176.95,2020-02-15
0000529,Apple,iphone13,42760.27,2019-12-19
0000530,Apple,iphoneSE,59975.34,2018-10-21
0000531,Apple,iphone11,37276.15,2018-05-03
0000532,Apple,laptop256,842.51,2020-02-21
0000533,Samsung,galaxy12,82196.11,2019-12-01
0000534,Samsung,galaxy13,77773.3,2019-07-22
0000535,Nokia,Nk400,15424.71,2018-08-20
0000536,Samsung,watch320,52833.71,2019-04-20
