tran_id,cust_id,tran_date,tran_ammount,tran_type,state_cd
105065,CA7664,2022-02-03,2148521.07,C,OH
105066,CA7715,2022-02-03,9932027.04,C,WA
105067,CA6162,2022-02-03,8882146.77,D,MI
105068,CA8238,2022-02-03,6805337.46,D,WA
105069,CA5960,2022-02-03,5528024.77,D,WA
105070,CA8565,2022-02-03,1186051.07,C,MI
105071,CA3345,2022-02-03,246841.67,D,MD
105072,CA6545,2022-02-03,1000562.73,C,VA
105073,CA1694,2022-02-03,5647388.25,D,MD
105074,CA1162,2022-02-03,4632480.65,C,MI
105075,CA5177,2022-02-03,4550184.11,D,IN
105076,CA4873,2022-02-03,9176215.48,D,CA
105077,CA7347,2022-02-03,2700210.01,D,NJ
105078,CA3236,2022-02-03,9016806.49,C,MD
105079,CA2615,2022-02-03,5305775.25,C,FL
105080,CA1227,2022-02-03,5914136.26,D,CA
105081,CA3342,2022-02-03,8870806.12,D,MI
105082,CA2791,2022-02-03,8429.31,D,VA
105083,CA4184,2022-02-03,4191253.52,D,CA
105084,CA1745,2022-02-03,692778.49,C,CA
105085,CA1840,2022-02-03,1018824.63,C,OH
105086,CA2295,2022-02-03,9988546.09,C,NJ
105087,CA6262,2022-02-03,6634526.48,C,NJ
105088,CA3709,2022-02-03,9944062.25,D,NJ
105089,CA9194,2022-02-03,5048021.29,C,OH
105090,CA4141,2022-02-03,4781020.97,C,IN
105091,CA4716,2022-02-03,6140395.49,C,IN
105092,CA6692,2022-02-03,5507113.46,C,CA
105093,CA4586,2022-02-03,3803595.16,C,MD
105094,CA5922,2022-02-03,3652355.59,D,MD
105095,CA7357,2022-02-03,5743148.07,C,VA
105096,CA6567,2022-02-03,8057508.95,C,IN
105097,CA1500,2022-02-03,9405492.87,D,FL
105098,CA2523,2022-02-03,5263836.82,D,NJ
105099,CA7884,2022-02-03,6011300.05,C,VA
105100,CA9712,2022-02-03,2855356.9,C,OH
105101,CA1148,2022-02-03,3988090.01,C,MI
105102,CA8972,2022-02-03,7595316.45,C,VA
105103,CA4129,2022-02-03,3011860.79,C,OH
105104,CA8525,2022-02-03,2902059.18,D,VA
105105,CA8594,2022-02-03,4247717.93,C,NJ
105106,CA5136,2022-02-03,1882504.17,C,FL
105107,CA1366,2022-02-03,3879615.2,D,CA
105108,CA3948,2022-02-03,8537820.54,C,IN
105109,CA4546,2022-02-03,4216137.87,D,VA
105110,CA9142,2022-02-03,4718163.4,C,NJ
105111,CA4108,2022-02-03,4361128.53,C,OH
105112,CA5024,2022-02-03,4374960.16,C,MI
105113,CA6701,2022-02-03,183365.37,D,FL
105114,CA3828,2022-02-03,3503871.78,C,OH
105115,CA1666,2022-02-03,2746590.57,C,MI
105116,CA1914,2022-02-03,8870443.24,D,VA
105117,CA1643,2022-02-03,1820370.72,D,MD
105118,CA4639,2022-02-03,3741326.11,D,WA
105119,CA4721,2022-02-03,1396164.56,C,NY
105120,CA9303,2022-02-03,4719053.44,C,NJ
105121,CA9540,2022-02-03,9488842.89,C,IN
105122,CA5205,2022-02-03,3670940.14,C,MI
105123,CA3981,2022-02-03,8749337.42,C,NY
105124,CA1867,2022-02-03,1739165.17,C,NJ
105125,CA1372,2022-02-03,1832975.11,D,CA
105126,CA5876,2022-02-03,8726117.32,C,NY
105127,CA3428,2022-02-03,1867572.06,C,IN
105128,CA7411,2022-02-03,3201443.15,C,CA
105129,CA7631,2022-02-03,4516394.59,D,IN
105130,CA7108,2022-02-03,5814406.08,C,WA
105131,CA1536,2022-02-03,3550845.26,C,NY
105132,CA1342,2022-02-03,7463585.57,C,CA
105133,CA4577,2022-02-03,8648350.94,D,CA
105134,CA5892,2022-02-03,4738383.76,C,NJ
105135,CA1498,2022-02-03,1185508.24,C,NY
105136,CA9399,2022-02-03,5443885.78,C,MI
105137,CA7393,2022-02-03,8820678.7,C,MD
105138,CA9345,2022-02-03,9692488.28,D,CA
105139,CA9019,2022-02-03,3237155.94,C,WA
105140,CA8394,2022-02-03,334281.46,C,MI
105141,CA5877,2022-02-03,5929282.91,D,MD
105142,CA4454,2022-02-03,1290387.58,D,NY
105143,CA6058,2022-02-03,599751.31,D,VA
105144,CA6589,2022-02-03,1719927.52,C,OH
105145,CA1866,2022-02-03,1116351.32,D,FL
105146,CA8942,2022-02-03,6093325.85,C,MI
105147,CA1857,2022-02-03,6477390.7,C,IN
105148,CA2280,2022-02-03,5337621.23,D,NJ
105149,CA6368,2022-02-03,2470185.64,D,NY
105150,CA2153,2022-02-03,1862103.19,D,FL
105151,CA9700,2022-02-03,4337792.12,D,VA
105152,CA3606,2022-02-03,2054051.87,C,WA
105153,CA1336,2022-02-03,5412537.75,D,FL
105154,CA4742,2022-02-03,4887712.06,C,NJ
105155,CA6622,2022-02-03,8367245.19,D,NY
105156,CA3005,2022-02-03,2770882.41,D,MI
105157,CA2838,2022-02-03,1344409.04,C,FL
105158,CA1300,2022-02-03,659758.21,D,VA
105159,CA5968,2022-02-03,1132817.7,D,OH
105160,CA9598,2022-02-03,6492894.86,D,FL
105161,CA3136,2022-02-03,5942105.02,C,FL
105162,CA8661,2022-02-03,1896264.44,C,WA
105163,CA3562,2022-02-03,5882770.23,C,OH
105164,CA5633,2022-02-03,3456859.93,D,NY
105165,CA8603,2022-02-03,8815552.39,C,NY
105166,CA2062,2022-02-03,4956728.2,C,WA
105167,CA7101,2022-02-03,2956256.39,D,NY
105168,CA8728,2022-02-03,3989661.87,D,CA
105169,CA2591,2022-02-03,2361444.34,C,IN
105170,CA2778,2022-02-03,7471631.05,C,NJ
105171,CA5131,2022-02-03,5880910.08,C,NY
105172,CA4248,2022-02-03,1950120.59,D,CA
105173,CA1624,2022-02-03,7575972.88,D,CA
105174,CA3731,2022-02-03,7027051.58,C,IN
105175,CA1254,2022-02-03,8801354.34,C,FL
105176,CA6561,2022-02-03,8164427.73,D,WA
105177,CA9320,2022-02-03,4754173.99,C,MD
105178,CA2896,2022-02-03,5245890.75,D,NJ
105179,CA3787,2022-02-03,3252325.91,D,CA
105180,CA9208,2022-02-03,7850824.09,C,WA
105181,CA3034,2022-02-03,4221653.62,C,MD
105182,CA9765,2022-02-03,7040159.77,C,WA
105183,CA1965,2022-02-03,3121005.6,C,CA
105184,CA2683,2022-02-03,2806087.72,C,OH
105185,CA9173,2022-02-03,1369756.78,C,VA
105186,CA9735,2022-02-03,7218341.25,D,NY
105187,CA2227,2022-02-03,5445768.11,D,MI
105188,CA4645,2022-02-03,6265459.29,D,MI
105189,CA7108,2022-02-03,5323459.08,D,CA
105190,CA2416,2022-02-03,7341420.0,D,MD
105191,CA8484,2022-02-03,4403939.18,D,NJ
105192,CA1052,2022-02-03,1479033.61,D,CA
105193,CA8857,2022-02-03,1758164.32,D,NJ
105194,CA3411,2022-02-03,2979791.26,C,MD
105195,CA1569,2022-02-03,9259109.42,C,OH
105196,CA4141,2022-02-03,3961503.27,D,WA
105197,CA9069,2022-02-03,1885930.64,D,NY
105198,CA7163,2022-02-03,8043083.59,D,VA
105199,CA7319,2022-02-03,8233451.82,D,VA
105200,CA3538,2022-02-03,6509114.97,C,WA
105201,CA9993,2022-02-03,1629809.03,D,WA
105202,CA5924,2022-02-03,4334288.93,D,WA
105203,CA6971,2022-02-03,3418013.28,D,CA
105204,CA2929,2022-02-03,7807040.63,C,IN
105205,CA8522,2022-02-03,4625227.49,C,NJ
105206,CA2508,2022-02-03,4978709.35,D,OH
105207,CA6747,2022-02-03,6402618.37,C,FL
105208,CA3267,2022-02-03,6416444.16,D,WA
105209,CA7018,2022-02-03,5869495.89,C,OH
105210,CA9000,2022-02-03,6525778.21,C,OH
105211,CA9962,2022-02-03,1566117.82,D,MI
105212,CA8996,2022-02-03,5815325.86,C,IN
105213,CA5422,2022-02-03,9128435.44,C,IN
105214,CA7532,2022-02-03,703676.05,D,CA
105215,CA7599,2022-02-03,7373397.13,C,MD
105216,CA3630,2022-02-03,5605270.0,C,MI
105217,CA9318,2022-02-03,375534.41,C,VA
105218,CA1106,2022-02-03,6088478.9,C,CA
105219,CA7627,2022-02-03,5430402.19,D,WA
105220,CA4742,2022-02-03,3141572.4,C,IN
105221,CA1650,2022-02-03,4498516.26,C,MI
105222,CA5040,2022-02-03,9605027.57,C,VA
105223,CA4441,2022-02-03,8445129.91,C,OH
105224,CA2318,2022-02-03,6643850.91,D,IN
105225,CA9431,2022-02-03,4914924.12,D,VA
105226,CA4002,2022-02-03,3168120.32,D,CA
105227,CA8813,2022-02-03,8606226.11,D,FL
105228,CA2603,2022-02-03,2534434.68,C,WA
105229,CA5256,2022-02-03,1058700.62,C,MI
105230,CA5181,2022-02-03,2257808.39,C,NY
105231,CA1279,2022-02-03,1209695.47,D,FL
105232,CA7144,2022-02-03,5672758.61,C,IN
105233,CA9773,2022-02-03,9682759.69,C,NY
105234,CA2157,2022-02-03,2496821.7,D,MI
105235,CA4312,2022-02-03,8614112.2,C,FL
105236,CA3766,2022-02-03,8892734.99,C,MI
105237,CA8694,2022-02-03,1554671.01,C,NJ
105238,CA3381,2022-02-03,7911234.81,C,OH
105239,CA4420,2022-02-03,66816.04,C,VA
105240,CA8439,2022-02-03,5402722.55,C,MD
105241,CA8332,2022-02-03,8688176.97,D,WA
105242,CA2155,2022-02-03,9549586.05,C,WA
105243,CA8690,2022-02-03,1959612.85,D,MI
105244,CA5851,2022-02-03,7189943.02,C,MD
105245,CA7883,2022-02-03,4708419.8,D,VA
105246,CA5804,2022-02-03,8462042.97,C,NY
105247,CA8735,2022-02-03,3144639.01,D,FL
105248,CA8333,2022-02-03,4010353.92,C,CA
105249,CA8719,2022-02-03,4152349.91,D,WA
105250,CA4658,2022-02-03,6752048.45,D,OH
105251,CA4635,2022-02-03,59526.43,D,VA
105252,CA7286,2022-02-03,5961107.8,D,NJ
105253,CA4254,2022-02-03,4470831.17,D,MD
105254,CA2664,2022-02-03,4834593.05,D,FL
105255,CA6106,2022-02-03,43259.44,C,CA
105256,CA7388,2022-02-03,7613220.8,C,VA
105257,CA8912,2022-02-03,897955.81,D,OH
105258,CA7011,2022-02-03,7991260.72,C,OH
105259,CA6219,2022-02-03,5579512.9,D,NJ
105260,CA1667,2022-02-03,3652709.19,D,MI
105261,CA7941,2022-02-03,6016724.09,D,NJ
105262,CA9488,2022-02-03,1377337.08,D,IN
105263,CA5811,2022-02-03,1944838.31,C,NJ
105264,CA8574,2022-02-03,7516869.12,D,NJ
105265,CA1778,2022-02-03,6393684.17,D,OH
105266,CA9775,2022-02-03,4112631.23,D,CA
105267,CA8382,2022-02-03,3714609.16,C,NJ
105268,CA8703,2022-02-03,8380834.01,D,OH
105269,CA3531,2022-02-03,8459289.13,C,CA
105270,CA9093,2022-02-03,3265420.95,D,CA
105271,CA1947,2022-02-03,1669695.0,D,NY
105272,CA9274,2022-02-03,5220925.53,D,NY
105273,CA4949,2022-02-03,7935656.75,C,WA
105274,CA9422,2022-02-03,7008412.23,C,VA
105275,CA3070,2022-02-03,3878228.77,C,WA
105276,CA7039,2022-02-03,7372410.94,D,VA
105277,CA5870,2022-02-03,6933218.05,C,NJ
105278,CA4369,2022-02-03,3545856.23,C,OH
105279,CA9055,2022-02-03,3546480.88,D,MD
105280,CA1585,2022-02-03,1080377.48,C,OH
105281,CA6512,2022-02-03,1828082.82,C,OH
105282,CA3610,2022-02-03,872305.64,C,IN
105283,CA7483,2022-02-03,8922171.72,C,OH
105284,CA9594,2022-02-03,7051060.65,D,FL
105285,CA2324,2022-02-03,9007643.81,D,CA
105286,CA1109,2022-02-03,952180.8,C,OH
105287,CA2150,2022-02-03,635420.36,D,IN
105288,CA2875,2022-02-03,8967428.64,C,NJ
105289,CA4257,2022-02-03,350642.12,C,MI
105290,CA6809,2022-02-03,6140336.07,C,VA
105291,CA4550,2022-02-03,8752778.31,D,OH
105292,CA9629,2022-02-03,4929507.17,D,IN
105293,CA9181,2022-02-03,5331481.83,D,VA
105294,CA8665,2022-02-03,9408669.25,C,NJ
105295,CA9099,2022-02-03,4220463.15,C,WA
105296,CA1962,2022-02-03,2240565.25,C,FL
105297,CA8471,2022-02-03,576857.57,C,MI
105298,CA7294,2022-02-03,3268345.35,C,NY
105299,CA5248,2022-02-03,6590797.15,D,MI
105300,CA5947,2022-02-03,9343468.42,D,NY
105301,CA1684,2022-02-03,1450123.11,D,VA
105302,CA5584,2022-02-03,4446296.14,D,MD
105303,CA9520,2022-02-03,427144.18,C,MI
105304,CA8293,2022-02-03,9851197.49,D,WA
105305,CA3124,2022-02-03,4684541.45,C,NJ
105306,CA9789,2022-02-03,3210261.68,C,WA
105307,CA4304,2022-02-03,9856946.89,D,MI
105308,CA6400,2022-02-03,4323550.53,D,VA
105309,CA8275,2022-02-03,4804232.06,D,NJ
105310,CA9553,2022-02-03,7986970.04,D,IN
105311,CA9729,2022-02-03,2022316.06,C,MD
105312,CA9604,2022-02-03,9638483.79,C,OH
105313,CA1104,2022-02-03,532237.48,C,IN
105314,CA1916,2022-02-03,6310450.16,D,IN
105315,CA7582,2022-02-03,9829909.05,C,NJ
105316,CA5743,2022-02-03,7579707.52,D,FL
105317,CA9573,2022-02-03,1961780.77,D,MI
105318,CA7169,2022-02-03,3300130.59,C,FL
105319,CA3203,2022-02-03,6929108.96,D,CA
105320,CA8224,2022-02-03,2507994.05,D,OH
105321,CA4267,2022-02-03,8895342.67,C,OH
105322,CA2778,2022-02-03,4712283.01,C,WA
105323,CA1102,2022-02-03,7949880.37,D,WA
105324,CA9170,2022-02-03,5217501.85,C,FL
105325,CA5945,2022-02-03,9228792.26,D,WA
105326,CA5454,2022-02-03,6790702.66,D,CA
105327,CA3574,2022-02-03,6660681.87,D,MD
105328,CA5206,2022-02-03,4567074.72,D,NY
105329,CA3860,2022-02-03,7765309.05,C,VA
105330,CA9353,2022-02-03,8709863.34,D,CA
105331,CA9414,2022-02-03,6705399.14,C,OH
105332,CA9446,2022-02-03,4701296.29,C,VA
105333,CA5881,2022-02-03,9526004.16,C,VA
105334,CA2185,2022-02-03,4732018.57,D,NY
105335,CA4341,2022-02-03,8232869.79,C,CA
105336,CA7115,2022-02-03,7229376.16,D,MD
105337,CA1963,2022-02-03,6734109.41,C,NY
105338,CA4277,2022-02-03,7401221.1,C,VA
105339,CA2740,2022-02-03,9729362.9,D,OH
105340,CA1046,2022-02-03,3285294.37,C,OH
105341,CA6535,2022-02-03,5880519.75,D,IN
105342,CA8604,2022-02-03,6598644.76,D,FL
105343,CA2035,2022-02-03,6085819.36,C,CA
105344,CA1167,2022-02-03,7814203.29,D,IN
105345,CA9913,2022-02-03,2955720.88,D,WA
105346,CA2697,2022-02-03,1881722.07,D,WA
105347,CA3661,2022-02-03,7544980.52,C,MD
105348,CA3442,2022-02-03,1896063.72,C,OH
105349,CA7489,2022-02-03,9468304.16,D,CA
105350,CA5205,2022-02-03,1502710.2,C,MI
105351,CA8198,2022-02-03,676829.19,D,IN
105352,CA8683,2022-02-03,2680159.79,C,MD
105353,CA5185,2022-02-03,8794303.0,C,FL
105354,CA1228,2022-02-03,1567437.26,C,NJ
105355,CA7198,2022-02-03,8787393.55,D,VA
105356,CA5710,2022-02-03,790312.05,C,VA
105357,CA2257,2022-02-03,2592371.17,D,WA
105358,CA4026,2022-02-03,9880026.42,C,MI
105359,CA7669,2022-02-03,6104501.56,D,FL
105360,CA2824,2022-02-03,7473916.49,D,MI
105361,CA9095,2022-02-03,2197079.17,D,OH
105362,CA5102,2022-02-03,9799190.74,C,NJ
105363,CA1686,2022-02-03,610207.86,D,OH
105364,CA4144,2022-02-03,8618809.15,D,NY
105365,CA5778,2022-02-03,3870135.12,D,OH
105366,CA9029,2022-02-03,9835315.33,C,MI
105367,CA3127,2022-02-03,4800693.52,D,OH
105368,CA9792,2022-02-03,4987036.85,C,IN
105369,CA9516,2022-02-03,8359203.2,D,OH
105370,CA9082,2022-02-03,1263744.17,D,OH
105371,CA9389,2022-02-03,5396297.23,D,MI
105372,CA9694,2022-02-03,8284451.82,C,WA
105373,CA6798,2022-02-03,1350956.9,D,CA
105374,CA7396,2022-02-03,2768629.13,D,FL
105375,CA4590,2022-02-03,1155387.35,D,MD
105376,CA7615,2022-02-03,3809857.34,C,OH
105377,CA3633,2022-02-03,8827653.12,C,WA
105378,CA6769,2022-02-03,9303930.02,D,MD
105379,CA2513,2022-02-03,4050450.54,C,WA
105380,CA3986,2022-02-03,75473.29,C,IN
105381,CA3617,2022-02-03,5049321.81,D,OH
105382,CA6872,2022-02-03,6751197.28,C,CA
105383,CA6273,2022-02-03,5813539.88,C,MD
105384,CA3743,2022-02-03,9028814.81,D,VA
105385,CA1600,2022-02-03,2190264.61,D,IN
105386,CA7343,2022-02-03,9734331.34,D,VA
105387,CA3029,2022-02-03,2953982.26,C,NJ
105388,CA8939,2022-02-03,9288093.54,C,IN
105389,CA7214,2022-02-03,3004589.0,C,FL
105390,CA2311,2022-02-03,1747834.73,C,WA
105391,CA1040,2022-02-03,9613609.93,C,IN
105392,CA8865,2022-02-03,6227287.54,D,NY
105393,CA2110,2022-02-03,5705845.2,D,IN
105394,CA7264,2022-02-03,6268260.26,D,FL
105395,CA2535,2022-02-03,4355764.49,D,CA
105396,CA4480,2022-02-03,2490406.33,C,WA
105397,CA2666,2022-02-03,7622834.36,C,MI
105398,CA4040,2022-02-03,9919144.58,D,VA
105399,CA9303,2022-02-03,9171465.25,D,FL
105400,CA8029,2022-02-03,5779924.23,C,NY
105401,CA8941,2022-02-03,4525117.6,D,MI
105402,CA5244,2022-02-03,7956970.03,C,WA
105403,CA3001,2022-02-03,7947195.37,D,WA
105404,CA1509,2022-02-03,693727.69,D,NJ
105405,CA3859,2022-02-03,7327305.01,D,OH
105406,CA5123,2022-02-03,6288501.81,D,MI
105407,CA9273,2022-02-03,3576188.76,D,IN
105408,CA4139,2022-02-03,8999116.8,C,MI
105409,CA8989,2022-02-03,9835361.41,D,IN
105410,CA7250,2022-02-03,9458908.11,D,NJ
105411,CA5996,2022-02-03,5799664.8,C,VA
105412,CA8373,2022-02-03,5719626.89,C,MI
105413,CA6387,2022-02-03,3203079.39,C,WA
105414,CA6075,2022-02-03,854385.62,C,VA
105415,CA1913,2022-02-03,4375091.67,C,NY
105416,CA4089,2022-02-03,4254015.24,C,NY
105417,CA1620,2022-02-03,626710.47,C,CA
105418,CA3050,2022-02-03,9322071.47,D,MD
105419,CA7244,2022-02-03,2701510.21,C,MI
105420,CA1716,2022-02-03,3061588.7,D,MI
105421,CA4670,2022-02-03,9115012.05,D,OH
105422,CA3312,2022-02-03,9844460.95,D,MD
105423,CA7993,2022-02-03,6445761.47,D,FL
105424,CA2518,2022-02-03,9073932.23,D,NJ
105425,CA1814,2022-02-03,5200352.69,C,IN
105426,CA3447,2022-02-03,5673670.84,C,VA
105427,CA9177,2022-02-03,4793204.13,D,MD
105428,CA7992,2022-02-03,9790620.37,D,MI
105429,CA4386,2022-02-03,5163893.16,C,WA
105430,CA1807,2022-02-03,4085332.28,D,NJ
105431,CA4853,2022-02-03,654303.54,C,IN
105432,CA7015,2022-02-03,8026841.19,C,CA
105433,CA6627,2022-02-03,2697995.89,D,IN
105434,CA7289,2022-02-03,3383307.58,D,OH
105435,CA2090,2022-02-03,8286968.99,C,IN
105436,CA6143,2022-02-03,471045.22,D,NJ
105437,CA8694,2022-02-03,796551.7,C,MD
105438,CA8305,2022-02-03,6574081.08,D,WA
105439,CA2918,2022-02-03,3089138.34,D,NY
105440,CA5958,2022-02-03,990088.95,C,NJ
105441,CA2672,2022-02-03,9425294.27,C,MI
105442,CA3216,2022-02-03,6086309.13,D,NJ
105443,CA8824,2022-02-03,6742337.69,D,MI
105444,CA6207,2022-02-03,8218590.27,D,CA
105445,CA3433,2022-02-03,4789128.34,D,FL
105446,CA2368,2022-02-03,2359625.54,C,IN
105447,CA9773,2022-02-03,8172727.68,D,CA
105448,CA2926,2022-02-03,3993061.32,D,NY
105449,CA1510,2022-02-03,7697414.33,C,CA
105450,CA8598,2022-02-03,3503704.16,D,IN
105451,CA4771,2022-02-03,6094006.78,D,OH
105452,CA8358,2022-02-03,6795250.21,D,MD
105453,CA3254,2022-02-03,5510314.5,D,OH
105454,CA8761,2022-02-03,1228671.95,C,VA
105455,CA8190,2022-02-03,4386128.19,D,IN
105456,CA5322,2022-02-03,6876518.78,D,NY
105457,CA2276,2022-02-03,7137462.32,C,CA
105458,CA5637,2022-02-03,8065426.43,C,IN
105459,CA6809,2022-02-03,256890.04,D,CA
105460,CA5229,2022-02-03,4637873.82,D,VA
105461,CA2672,2022-02-03,1827785.19,D,NY
105462,CA3322,2022-02-03,2984734.19,C,NJ
105463,CA5517,2022-02-03,2150938.77,C,NY
105464,CA5670,2022-02-03,6809825.81,C,VA
105465,CA1690,2022-02-03,4428027.27,D,CA
105466,CA9046,2022-02-03,7661497.68,C,NJ
105467,CA8104,2022-02-03,1084664.37,C,NJ
105468,CA7547,2022-02-03,8503248.69,D,MI
105469,CA7351,2022-02-03,3123275.76,C,FL
105470,CA4255,2022-02-03,7984205.12,D,NJ
105471,CA1440,2022-02-03,9554827.2,D,WA
105472,CA3561,2022-02-03,6824725.44,D,NJ
105473,CA6755,2022-02-03,4186843.66,D,OH
105474,CA7613,2022-02-03,2887891.47,D,CA
105475,CA6073,2022-02-03,2576646.96,C,WA
105476,CA4315,2022-02-03,2240257.44,D,FL
105477,CA7076,2022-02-03,9377719.42,C,FL
105478,CA3271,2022-02-03,7149628.55,D,WA
105479,CA8274,2022-02-03,2985667.56,D,IN
105480,CA9604,2022-02-03,5849490.55,D,MD
105481,CA1802,2022-02-03,5703963.95,C,OH
105482,CA7456,2022-02-03,4081992.53,D,NY
105483,CA3438,2022-02-03,9867021.42,C,CA
105484,CA9463,2022-02-03,3590515.31,C,NY
105485,CA6870,2022-02-03,5014237.49,C,IN
105486,CA2402,2022-02-03,8503624.94,C,MD
105487,CA2605,2022-02-03,5543372.04,D,MD
105488,CA1210,2022-02-03,5476464.8,D,WA
105489,CA3375,2022-02-03,629614.41,C,CA
105490,CA8218,2022-02-03,559484.89,D,IN
105491,CA9160,2022-02-03,8278651.39,C,VA
105492,CA1007,2022-02-03,4429487.08,D,FL
105493,CA4219,2022-02-03,9830110.1,C,CA
105494,CA7186,2022-02-03,5641247.48,C,MI
105495,CA8440,2022-02-03,9125855.21,C,FL
105496,CA4418,2022-02-03,8558309.0,C,MI
105497,CA8458,2022-02-03,5468340.8,D,NJ
105498,CA1728,2022-02-03,7106720.05,D,FL
105499,CA8890,2022-02-03,8736673.37,C,CA
105500,CA1874,2022-02-03,8593749.85,D,FL
105501,CA3607,2022-02-03,3984338.2,D,VA
105502,CA2204,2022-02-03,9792134.61,D,IN
105503,CA6950,2022-02-03,8296979.05,D,NY
105504,CA2501,2022-02-03,4950479.37,D,WA
105505,CA4590,2022-02-03,7662516.69,D,OH
105506,CA8234,2022-02-03,4004652.07,C,OH
105507,CA4111,2022-02-03,9194029.61,D,MI
105508,CA1474,2022-02-03,3220757.23,D,IN
105509,CA5809,2022-02-03,3375817.12,D,VA
105510,CA3641,2022-02-03,3993544.48,C,OH
105511,CA6509,2022-02-03,2492587.91,C,MD
105512,CA2757,2022-02-03,3665826.16,C,MI
105513,CA8438,2022-02-03,3432660.22,D,NJ
105514,CA5283,2022-02-03,6603626.11,C,NY
105515,CA7015,2022-02-03,3461226.29,D,FL
105516,CA4609,2022-02-03,6979738.88,D,VA
105517,CA1765,2022-02-03,2872508.74,D,NJ
105518,CA5600,2022-02-03,6395027.1,C,VA
105519,CA6132,2022-02-03,5856739.75,C,NJ
105520,CA9754,2022-02-03,1254150.4,C,NJ
105521,CA6315,2022-02-03,6992462.57,D,IN
105522,CA9384,2022-02-03,7239927.27,C,WA
105523,CA3152,2022-02-03,4960784.48,C,FL
105524,CA4568,2022-02-03,1900297.82,D,OH
105525,CA1502,2022-02-03,121205.09,D,MD
105526,CA2165,2022-02-03,1705381.05,C,NJ
105527,CA5757,2022-02-03,4988676.97,D,CA
105528,CA8188,2022-02-03,6344282.22,D,NJ
105529,CA6224,2022-02-03,3029987.24,C,MI
105530,CA6707,2022-02-03,7171969.22,D,VA
105531,CA9748,2022-02-03,107068.7,C,FL
105532,CA6909,2022-02-03,8867879.86,D,WA
105533,CA2411,2022-02-03,4519887.06,D,NJ
105534,CA9444,2022-02-03,5266823.12,D,VA
